locationName,parkID,parkName,lat,lng,capacity,emptyCapacity,updateDate,workHours,parkType,freeTime,monthlyFee,tariff,district,address,areaPolygon
0648 Poyrazlı Sokak,1405,Poyrazlı Sokak 2,41.0093,28.8891,50,44,17.05.2024 16:49:37,08:00-17:00,YOL ÜSTÜ,15,1300.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",GÜNGÖREN,ABDURRAHMAN NAZİF GÜRMAN MAH. POYRAZ SOKAK,"POLYGON ((28.889437573055716 41.009489842796015, 28.889491217236014 41.009404834852205, 28.888745563129874 41.0092429146558, 28.888702647785635 41.009315778793422, 28.889437573055716 41.009489842796015))"
0648 Poyrazlı Sokak,1406,Poyrazlı Sokak 3,41.0091,28.888,50,50,17.05.2024 16:58:20,08:00-17:00,YOL ÜSTÜ,15,1300.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",GÜNGÖREN,ABDURRAHMAN NAZİF GÜRMAN MAH. POYRAZ SOKAK,"POLYGON ((28.887801307499149 41.009099169622459, 28.887830811798313 41.009018209198416, 28.888372618019321 41.009149769836966, 28.888321656048038 41.009224658083127, 28.887801307499149 41.009099169622459))"
0302 Prof. Dr.Orhan Ersek Sokak,44,Prof. Dr.Orhan Ersek Sokak 3,41.0515,28.9948,40,40,17.05.2024 17:42:41,08:00-18:00,YOL ÜSTÜ,15,2200.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 95,00;4-8 Saat : 120,00;Tam Gün : 145,00",ŞİŞLİ,VALİ KONAĞI CADDESİ ORHAN ERSEK SOKAK NİLÜFER HATUN İ.Ö.O. ARASI ŞAKAYIK SOKAK,"POLYGON ((28.994809360206432 41.051519321569771, 28.994608194530315 41.051727659931416, 28.994565279186077 41.051689228632775, 28.994774491489238 41.051460663077094, 28.994809360206432 41.051519321569771))"
0297 Prof.Dr.Cemil Birsel Caddesi,421,Prof.Cemil Birsel Yokuşu 1,41.0162,28.967,40,27,16.05.2024 17:44:47,07:00-18:00,YOL ÜSTÜ,0,1800.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,EMİNÖNÜ MAHALLESİ PROF.DR.CEMİL BİRSEL CADDESİ / EMİNÖNÜ,"POLYGON ((28.966875543348536 41.015955822627042, 28.966935893051371 41.015987191499718, 28.966966738455042 41.016052964893987, 28.966964056246027 41.01606713146262, 28.966964056246027 41.0161409999497, 28.966884258367962 41.016360325709876, 28.966730383476413 41.016688066590305, 28.966725019058384 41.01691877667588, 28.96681621416489 41.017465192076337, 28.966907409271396 41.017444954549731, 28.96681084974686 41.016781160230835, 28.966955689033664 41.016376404314492, 28.966999406991956 41.016246077017371, 28.967014159141538 41.016086197428869, 28.966992701469419 41.015996138502508, 28.966924305139539 41.015938460249, 28.966898824153898 41.015923281752848, 28.966866637645719 41.015956674439785, 28.966875543348536 41.015955822627042))"
0297 Prof.Dr.Cemil Birsel Caddesi,422,Prof.Cemil Birsel Yokuşu 2,41.0167,28.9669,40,21,17.05.2024 17:42:42,07:00-18:00,YOL ÜSTÜ,0,1800.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,EMİNÖNÜ MAHALLESİ PROF.DR.CEMİL BİRSEL CADDESİ / EMİNÖNÜ,"POLYGON ((28.9672007780557 41.015920221569466, 28.967139087248359 41.016128672620525, 28.967082760859046 41.016341170585854, 28.966972790289436 41.01652533493467, 28.966868184137855 41.016804616151511, 28.966913781691108 41.016911876014291, 28.966937921572242 41.017132466503895, 28.967010341215644 41.017500790262069, 28.966929874945198 41.017498766510776, 28.966811857748542 41.016841044048995, 28.966838679838691 41.016745926718706, 28.966886959600959 41.016559739206478, 28.96699156575254 41.016318908926387, 28.967023752260719 41.016187362603262, 28.967090807486091 41.016012022499623, 28.96712299399427 41.015908808772075, 28.9672007780557 41.015920221569466))"
0297 Prof.Dr.Cemil Birsel Caddesi,423,Prof.Cemil Birsel Yokuşu 3,41.0178,28.967,40,37,17.05.2024 17:57:39,07:00-18:00,YOL ÜSTÜ,0,1800.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,EMİNÖNÜ MAHALLESİ PROF.DR.CEMİL BİRSEL CADDESİ / EMİNÖNÜ,"POLYGON ((28.967024563605669 41.0175385484549, 28.967147945220354 41.018008056803673, 28.967051385695818 41.018004009332195, 28.966944097335222 41.017530453454022, 28.967024563605669 41.0175385484549))"
0297 Prof.Dr.Cemil Birsel Caddesi,424,Prof.Cemil Birsel Yokuşu 4,41.0178,28.9669,40,40,17.05.2024 17:59:35,07:00-18:00,YOL ÜSTÜ,0,1800.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,EMİNÖNÜ MAHALLESİ PROF.DR.CEMİL BİRSEL CADDESİ / EMİNÖNÜ,"POLYGON ((28.966844388184807 41.017606119339085, 28.9669329010823 41.01795622681594, 28.967024096188805 41.018164671424159, 28.967072375951073 41.01814645784394, 28.966983863053581 41.017867182316195, 28.966918301633328 41.017592631859337, 28.966896843961209 41.017509658121305, 28.966832470944851 41.017521800626085, 28.966844388184807 41.017606119339085))"
0200 Prof.Dr.Ahmet Kemal Aru Caddesi,187,Prof.Dr.Ahmet Kemal Aru Caddesi 1,41.0815,29.0118,40,40,17.05.2024 15:58:27,07:00-16:00,YOL ÜSTÜ,15,2100.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,İŞ BANKASI KULELERİ VE SHOW TV BİNASI ARASI ALAN,"POLYGON ((29.011673506714448 41.0815276775547, 29.011681553341493 41.0814852201004, 29.012083884693727 41.081511503289633, 29.012067791439637 41.081566091418296, 29.011673506714448 41.0815276775547))"
0200 Prof.Dr.Ahmet Kemal Aru Caddesi,190,Prof.Dr.Ahmet Kemal Aru Caddesi 4,41.0815,29.0127,40,11,17.05.2024 15:50:23,07:00-16:00,YOL ÜSTÜ,15,2100.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,İŞ BANKASI KULELERİ VE SHOW TV BİNASI ARASI ALAN,"POLYGON ((29.012453502401126 41.081559582500219, 29.012453502401126 41.08151712506649, 29.012749886497271 41.081480732958639, 29.0127552509153 41.081520157741259, 29.012590295060885 41.081551495372096, 29.012453502401126 41.081559582500219))"
0042 Kadıköy Rıhtım Ptt Önü,598,Ptt Önü 1,40.9896,29.0219,33,10,17.05.2024 22:24:27,07:00-23:00,YOL ÜSTÜ,15,2250.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",KADIKÖY,ALBAY FAİK SÖZDENER CADDESİ ALKIM KİTAPEVİ,"POLYGON ((29.022130222795226 40.989807367292968, 29.021754713533142 40.989426741047069, 29.021636696336486 40.989507725538729, 29.02203366327069 40.989896449714088, 29.022130222795226 40.989807367292968))"
0893 Rapıp Gümüşpala Cad.(Sobacılar Önü),1900,Ragıp Gümüşpala Cad.(Sobacılar Önü),41.0181,28.969,31,28,17.05.2024 17:50:46,07:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,EMİNÖNÜ RAGIP GÜMÜŞPALA CADDESİ SOBACILAR ÖNÜ,"POLYGON ((28.968766629695892 41.018188047138672, 28.96919846534729 41.018107097883316, 28.9691823720932 41.018074718153329, 28.968742489814758 41.018155667448482, 28.968766629695892 41.018188047138672))"
0141 Ragıp Gümüşpala Caddesi (Camii Önü),415,Ragıp Gümüşpala Camii Önü 1,41.0211,28.9627,22,22,17.05.2024 18:13:11,07:00-19:00,YOL ÜSTÜ,0,1750.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,SARIDEMİR MAHALLESİ RAGIP GÜMÜŞPALA CADDESİ/ EMİNÖNÜ,"POLYGON ((28.962665004606269 41.02120029689339, 28.962614042634986 41.021161847767949, 28.962707919950507 41.021060665751627, 28.962809843893073 41.021131493179389, 28.962665004606269 41.02120029689339))"
1754 Refik Saydam Caddesi,3267,Refik Saydam Caddesi 2,41.0324,28.9738,45,13,17.05.2024 21:45:47,07:00-23:00,YOL ÜSTÜ,0,2000.0,"Tam Gün : 100,00",BEYOĞLU,REFİK SAYDAM CADDESİ / BEYOĞLU,"POLYGON ((28.973813967217467 41.032658806650389, 28.973897115696928 41.032646666936358, 28.973693267811797 41.032213682339446, 28.973623530377409 41.032227845432068, 28.973813967217467 41.032658806650389))"
1754 Refik Saydam Caddesi,3268,Refik Saydam Caddesi 3,41.032,28.9736,40,10,17.05.2024 22:43:22,07:00-23:00,YOL ÜSTÜ,0,2000.0,"Tam Gün : 100,00",BEYOĞLU,REFİK SAYDAM CADDESİ / BEYOĞLU,"POLYGON ((28.973631310916183 41.032236241386421, 28.97369568393254 41.032218031697674, 28.973499882674453 41.031819440582453, 28.973440874076125 41.031837650381455, 28.973631310916183 41.032236241386421))"
1754 Refik Saydam Caddesi,3269,Refik Saydam Caddesi 4,41.0321,28.9736,30,30,17.05.2024 14:57:01,07:00-23:00,YOL ÜSTÜ,0,2000.0,"Tam Gün : 100,00",BEYOĞLU,REFİK SAYDAM CADDESİ / BEYOĞLU,"POLYGON ((28.973304347959033 41.031505398829353, 28.973470644917956 41.031760336772862, 28.97387297627019 41.032585843340009, 28.973787145581714 41.032610122788221, 28.973250703778735 41.031553958513769, 28.973304347959033 41.031505398829353))"
1249 Ressam Halim Sokak Açık Otoparkı,2307,Ressam Halim Sokak Açık Otoparkı,40.9967,28.8641,120,79,17.05.2024 22:45:02,24 Saat,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAHÇELİEVLER,RESSAM HALİM SOKAK BAHÇELİEVLER,"POLYGON ((28.863667211168032 40.9970336689038, 28.864085635774355 40.997147034082964, 28.864375314347964 40.996454693698389, 28.86397298299573 40.996381815340143, 28.863667211168032 40.9970336689038))"
0528 Röne Park Önü,1016,Röne Park Önü 1,40.9577,28.8319,26,14,17.05.2024 22:37:59,13:00-22:00,YOL ÜSTÜ,5,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BAKIRKÖY,POLAT RÖNESANS OTELDEN BAŞLAYAN UZUN CADDE YEŞİLKÖY MAHALLESİ İSTANBUL CADDESİ BAKIRKÖY,"POLYGON ((28.831833866753236 40.95774884213256, 28.831828502335206 40.957688074526949, 28.83191567412819 40.957695164083809, 28.832118180908815 40.9577458037536, 28.83217316619362 40.95777213636655, 28.832130250849382 40.957824801560896, 28.83203100911583 40.957782264291815, 28.831833866753236 40.95774884213256))"
1494 Rumeli Hisarı Sahil Yolu,3082,Rumeli Hisarı Sahil Yolu Otoparkı,41.0854,29.0568,20,1,17.05.2024 22:45:02,24 Saat,AÇIK OTOPARK,0,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",SARIYER,Rumeli Hisarı Mah Yahya Kemal Cad No:24 Sarıyer İstanbul,"POLYGON ((29.056833182563725 41.085628969293076, 29.056570326080266 41.085610774380115, 29.056644086828175 41.085113444808819, 29.056901578893605 41.08513163985949, 29.056833182563725 41.085628969293076))"
1684 Rüzgarlıbahçe Şık Sokak,3170,Rüzgarlıbahçe Şık Sokak,41.0945,29.0984,63,63,17.05.2024 17:59:40,08:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",BEYKOZ,RÜZGARLIBAHÇE MAHALLESİ ŞIK SOKAK KAVACIK / BEYKOZ,"POLYGON ((29.098072379478907 41.094511294832593, 29.098080426105952 41.094561829398749, 29.0984854396672 41.094565872162363, 29.099392026314234 41.094482995458563, 29.0993678864331 41.094422353901741, 29.098624914535975 41.094509273449134, 29.098072379478907 41.094511294832593))"
0620 Sabiha Gökçen Açık Otoparkı,1595,Sabiha Gökçen Açık Otoparkı,40.925,29.308,888,6,17.05.2024 22:45:01,24 Saat,AÇIK OTOPARK,15,0.0,"Tam Gün : 100,00",PENDİK,YENİŞEHİR MAH. MİLLET CAD. SARAY SOK. - KURTKÖY,"POLYGON ((29.307673773352818 40.925076443707752, 29.307952723090366 40.925230464230395, 29.308499893729405 40.924881890955483, 29.308033189360813 40.924634646006432, 29.307673773352818 40.925076443707752))"
1764 Sabiha Gökçen Açık Otoparkı 2,3284,Sabiha Gökçen Açık Otoparkı 2,40.9253,29.3073,250,65,17.05.2024 22:31:31,24 Saat,AÇIK OTOPARK,15,0.0,"Tam Gün : 150,00",PENDİK,PENDİK YENİŞEHİR MH. MİLLET CD. SARAY SK. KURTKÖY,"POLYGON ((29.307146664563643 40.925311928206369, 29.3072472474017 40.925211612372465, 29.307528879348265 40.9253605661316, 29.307397451106535 40.925471014620612, 29.307146664563643 40.925311928206369))"
0225 Samatya Sahil,815,Samatya Sahil,40.999,28.9328,80,75,17.05.2024 22:46:13,12:00-22:00,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",FATİH,HACI HÜSEYİN AĞA MAHALLESİ KENNEDY CADDESİ/ FATİH,"POLYGON ((28.932805773319878 40.999202122006352, 28.933068629803337 40.998987544442578, 28.93286209970919 40.998841793246157, 28.932677027287163 40.998835720272652, 28.932588514389671 40.998912644562452, 28.932569738926567 40.998973374201526, 28.932805773319878 40.999202122006352))"
1731 Samatya Sahil Cep Otoparkı,3239,Samatya Sahil Cep Otoparkı,40.9954,28.932,113,0,17.05.2024 22:45:02,24 Saat,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",FATİH,SAMATYA SAHİL KENNEDY CADDESİ / FATİH,"POLYGON ((28.931530375237692 40.994999294378594, 28.93158401941799 40.994987147722995, 28.93184151148342 40.995161249572881, 28.932420868630636 40.99579287102884, 28.932780284638632 40.996339461634911, 28.932667631860006 40.996335412832266, 28.932190198655356 40.995622819693708, 28.931530375237692 40.994999294378594))"
0587 Silivri Sanatkarlar Caddesi,1284,Sanatkarlar Caddesi 1,41.0755,28.2438,25,16,17.05.2024 17:49:46,09:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 36,00;1-2 Saat : 52,00;2-4 Saat : 70,00;4-8 Saat : 85,00;Tam Gün : 120,00",SİLİVRİ,SİLİVRİ PİRİ MEHMET PAŞA MAH.SANATKARLAR CADDESİ,"POLYGON ((28.2436620073406 41.075273285863268, 28.243605680951287 41.07528946166348, 28.243876584061791 41.075629152548345, 28.243934251555611 41.075608932901957, 28.243668712863137 41.075266208949415, 28.2436620073406 41.075273285863268))"
0587 Silivri Sanatkarlar Caddesi,1285,Sanatkarlar Caddesi 2,41.0759,28.2443,25,22,17.05.2024 17:40:06,09:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 36,00;1-2 Saat : 52,00;2-4 Saat : 70,00;4-8 Saat : 85,00;Tam Gün : 120,00",SİLİVRİ,SİLİVRİ PİRİ MEHMET PAŞA MAH.SANATKARLAR CADDESİ,"POLYGON ((28.243967224173765 41.075742439524134, 28.244028914981108 41.075679758708091, 28.244538534693937 41.076055842707881, 28.244503665976744 41.076114479266629, 28.243967224173765 41.075742439524134))"
1760 Sariyer Ahi Evran Caddesi,3279,Sarıyer Ahi Evran Caddesi,41.113,29.0213,37,30,17.05.2024 16:55:48,06:30-17:00,YOL ÜSTÜ,15,1600.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",SARIYER,MASLAK MAH. AHİ EVRAN CADDESİ / SARIYER,"POLYGON ((29.021253224140448 41.112948360633879, 29.021387334591193 41.11311002571486, 29.021435614353461 41.113091838413112, 29.021285410648627 41.1129160275699, 29.021253224140448 41.112948360633879))"
1756 Sarıyer Büyükdere Fidanlığı,3273,Sarıyer Büyükdere Fidanlığı,41.1548,29.0268,160,154,17.05.2024 22:45:02,09:00-18:00,AÇIK OTOPARK,0,0.0,"Tam Gün : 50,00",SARIYER,BÜYÜKDERE FİDANLIĞI PTT EVLERİ HACI OSMAN BAYIRI CADDESİ SARIYER,"POLYGON ((29.026755514649267 41.155464272871889, 29.027597728279943 41.155213853560006, 29.027072015313024 41.154333339351794, 29.0262029795922 41.154527215055218, 29.026755514649267 41.155464272871889))"
0074 Sarıyer Deresi Sokak,411,Sarıyer Deresi Sokak 1,41.1686,29.0573,13,13,17.05.2024 17:59:38,08:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",SARIYER,MERKEZ MAHALLESİ SARIYER CADDESİ,"POLYGON ((29.057172802970921 41.168620364553448, 29.057172132418668 41.168601687863266, 29.057346476004636 41.168585535045821, 29.057344464347874 41.168607240393314, 29.057172802970921 41.168620364553448))"
0074 Sarıyer Deresi Sokak,412,Sarıyer Deresi Sokak 2,41.1687,29.0571,25,17,17.05.2024 17:57:43,08:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",SARIYER,MERKEZ MAHALLESİ SARIYER CADDESİ,"POLYGON ((29.057168874396655 41.168621556169782, 29.057154792799327 41.168616003640928, 29.057056892170284 41.168709387018254, 29.057072985424373 41.16871392998997, 29.057168874396655 41.168621556169782))"
1761 Sarıyer Maslak Sümer Sokak Açık Otoparkı,3280,Sarıyer Maslak Sümer Sokak Açık Otoparkı,41.1092,29.0169,100,100,17.05.2024 17:03:59,06:30-17:00,AÇIK OTOPARK,5,0.0,"Tam Gün : 80,00",SARIYER,MASLAK MAHALLESİ SÜMER SOKAK SARIYER,"POLYGON ((29.016628011408915 41.109099377674752, 29.01677285069572 41.109204466183336, 29.01751850480186 41.109232759214592, 29.017480953875651 41.109143838218145, 29.016847952548137 41.109131712618378, 29.016628011408915 41.109099377674752))"
1771 Sarıyer Mısır Caddesi,3291,Sarıyer Mısır Caddesi 1,41.1483,29.0485,59,47,17.05.2024 18:59:32,09:00-21:00,YOL ÜSTÜ,0,2000.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",SARIYER,MISIR CADDESİ / SARIYER,"POLYGON ((29.048934310131074 41.14825608682829, 29.048896759204865 41.148191455475569, 29.048086732082368 41.148344954834243, 29.048086732082368 41.148401507138928, 29.048934310131074 41.14825608682829))"
1771 Sarıyer Mısır Caddesi,3294,Sarıyer Mısır Caddesi 2,41.1486,29.0466,20,20,17.05.2024 18:55:25,09:00-21:00,YOL ÜSTÜ,0,2000.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",SARIYER,MISIR CADDESİ / SARIYER,"POLYGON ((29.046384533421381 41.148690549965281, 29.046357711331233 41.14864005706098, 29.046642025486811 41.148604712004861, 29.046829780117854 41.148569366929678, 29.046899517552241 41.148597642991348, 29.046384533421381 41.148690549965281))"
0075 Sarıyer Yeni Mahalle Caddesi,410,Sarıyer Yeni Mahalle Caddesi 1,41.1681,29.0571,11,11,17.05.2024 17:59:22,08:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",SARIYER,MERKEZ MAHALLESİ YENİ MAHALLE CADDESİ,"POLYGON ((29.057137193135922 41.168207536981711, 29.057190166763966 41.168194917517532, 29.057125123195355 41.1680884091429, 29.057069467358296 41.168103552524272, 29.057137193135922 41.168207536981711))"
1726 Sariyer Ayazağa Mah Vadi İstanbul Önü Açık Otoparkı,3299,Sariyer Ayazağa Mah Vadi İstanbul Önü Açık Otoparkı,41.1106,28.9881,100,99,17.05.2024 22:45:01,07:00-23:00,AÇIK OTOPARK,0,0.0,"Tam Gün : 100,00",SARIYER,AYAZAĞA MAHALLESİ CENDERE CADDESİ / SARIYER,"POLYGON ((28.987846105859187 41.1106494687678, 28.987894385621455 41.110586821248262, 28.988366454408077 41.110607030132059, 28.988328903481868 41.11065755231435, 28.987846105859187 41.1106494687678))"
0641 Savaş Caddesi,1381,Savaş Caddesi 1,41.0141,28.8865,40,31,17.05.2024 16:48:02,08:00-17:00,YOL ÜSTÜ,15,1300.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",GÜNGÖREN,MEHMET NESİH ÖZMEN MAH.SAVAŞ CADDESİ,"POLYGON ((28.886472169129142 41.01412761231871, 28.88651508447338 41.014146838937322, 28.886666629282722 41.013964691798932, 28.886623713938484 41.01393736968474, 28.886472169129142 41.01412761231871))"
0641 Savaş Caddesi,1404,Savaş Caddesi 3,41.0134,28.8871,40,32,17.05.2024 16:51:23,08:00-17:00,YOL ÜSTÜ,15,1300.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",GÜNGÖREN,MEHMET NESİH ÖZMEN MAH.SAVAŞ CADDESİ,"POLYGON ((28.88700609111045 41.013499061280925, 28.887054370872718 41.013518288083, 28.887175070278388 41.013373580961286, 28.887122767202598 41.013347270541388, 28.88700609111045 41.013499061280925))"
0641 Savaş Caddesi,2728,Savaş Caddesi 4,41.0124,28.8878,20,6,17.05.2024 16:47:08,08:00-17:00,YOL ÜSTÜ,15,1300.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",GÜNGÖREN,MEHMET NESİH ÖZMEN MAH.SAVAŞ CADDESİ,"POLYGON ((28.887706527894704 41.012559488540845, 28.887749443238942 41.012577703665869, 28.888008276408879 41.012200244768309, 28.887954632228581 41.0121820295389, 28.887706527894704 41.012559488540845))"
0366 Selvi Sokak,222,Selvi Sokak 1,41.0864,29.0082,37,37,17.05.2024 16:01:39,08:00-20:00,YOL ÜSTÜ,15,1950.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,ZİRAAT BANKASI ÖNÜ YOLÜSTÜ ALAN LEVENT,"POLYGON ((29.008304452072419 41.086170038181066, 29.008360778461732 41.086184189660024, 29.008175706039705 41.086466207783587, 29.008123402963914 41.086450034733943, 29.008304452072419 41.086170038181066))"
0774 Seyit Nizam  Caddesi,1665,Seyit Nizam  Caddesi 1,41.0045,28.909,100,100,17.05.2024 16:58:15,08:00-17:00,YOL ÜSTÜ,15,0.0,"Tam Gün : 70,00",ZEYTİNBURNU,SEYİTNİZAM CADDESİ AYCAN TEKSTİL ÖNÜ,"POLYGON ((28.908621091191449 41.004478197669485, 28.908647913281598 41.004407352335981, 28.909503537957349 41.004526777282734, 28.909468669240155 41.004595598340167, 28.908621091191449 41.004478197669485))"
0599 Seyrantepe Katlı (Arena Karşısı),1303,Seyrantepe Katlı (Arena Karşısı) 1,41.101,28.9961,1897,1894,17.05.2024 22:32:52,24 Saat,KAPALI OTOPARK,0,1200.0,"0-2 Saat : 52,00;2-4 Saat : 66,00;4-8 Saat : 73,00;8-12 Saat : 100,00;Tam Gün : 134,00",KAĞITHANE,HUZUR MAHALLESİ İBRAHİM KARAOĞLANOĞLU CADDESİ NO:4 / SARIYER,"POLYGON ((28.995716372785594 41.101229800176093, 28.996483484563853 41.101189376630096, 28.996435204801585 41.100732588831256, 28.995641270933177 41.100781097420843, 28.995716372785594 41.101229800176093))"
0599 Seyrantepe Katlı (Arena Karşısı),2522,Seyrantepe Katlı (Arena Karşısı) 2,41.1011,28.9962,1897,1897,05.05.2024 19:11:04,24 Saat,KAPALI OTOPARK,0,1200.0,"0-2 Saat : 52,00;2-4 Saat : 66,00;4-8 Saat : 73,00;8-12 Saat : 100,00;Tam Gün : 134,00",KAĞITHANE,HUZUR MAHALLESİ İBRAHİM KARAOĞLANOĞLU CADDESİ NO:4 / SARIYER,"POLYGON ((28.995919019478261 41.10122482724983, 28.996471554535329 41.101192488412565, 28.996436685818136 41.100869099164207, 28.995787591236532 41.100929734769572, 28.995919019478261 41.10122482724983))"
0341 Seza-i Selek Caddesi,74,Sezai Selek Sokak 1,41.0542,28.995,50,50,17.05.2024 17:45:22,08:00-18:00,YOL ÜSTÜ,15,2250.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 95,00;4-8 Saat : 120,00;Tam Gün : 145,00",ŞİŞLİ,ESENTEPE MAHALLESİ ŞİŞLİ BELEDİYESİ YANI YOLÜSTÜ ALAN,"POLYGON ((28.99471522254105 41.054447747454844, 28.995393821421818 41.053825790184462, 28.995424666825489 41.05383590335785, 28.9952288655674 41.054015917583833, 28.994820971016544 41.05438938187477, 28.994737822537083 41.054455116910759, 28.994724411492008 41.054452082987474, 28.99471522254105 41.054447747454844))"
0761 Şişli Sıracevizler Caddesi,1627,Sıracevizler Caddesi Yol Üstü 4,41.0606,28.9841,45,45,17.05.2024 17:55:34,09:00-18:00,YOL ÜSTÜ,15,1900.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 95,00;4-8 Saat : 120,00;Tam Gün : 145,00",ŞİŞLİ,ŞİŞLİ SIRACEZİLER CADDESİ,"POLYGON ((28.984008324276978 41.060309461788464, 28.984244358670288 41.060329686140093, 28.984142434727723 41.0608676516106, 28.98394931567865 41.060859561936894, 28.984008324276978 41.060309461788464))"
0761 Şişli Sıracevizler Caddesi,1628,Sıracevizler Caddesi Yol Üstü 5,41.0607,28.9841,45,45,17.05.2024 17:55:57,09:00-18:00,YOL ÜSTÜ,15,1900.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 95,00;4-8 Saat : 120,00;Tam Gün : 145,00",ŞİŞLİ,ŞİŞLİ SIRACEZİLER CADDESİ,"POLYGON ((28.984000107063508 41.060877471762744, 28.984147628559327 41.060865337253581, 28.984182497276521 41.060466919625789, 28.984040340198732 41.060466919625789, 28.984000107063508 41.060877471762744))"
