properties,latitude,longitude
{'DURAK_ADI': 'Barbaros Cad.'},41.1077233495,29.0882665585
{'DURAK_ADI': 'Beykoz Elmalı Yolu'},41.1387929609,29.1205311647
{'DURAK_ADI': 'D-100 Karayolu'},40.8360519437,29.3243165371
{'DURAK_ADI': 'D 100'},40.859934713,29.281362861
{'DURAK_ADI': '561. Sk.'},41.0188439146,28.6760774616
{'DURAK_ADI': 'SAZLI BOSNA GİRİŞİ'},41.1591355207,28.6646703344
{'DURAK_ADI': 'SANCAKTEPE'},41.2097189021,28.7206778881
{'DURAK_ADI': 'SANCAKTEPE'},41.2097450872,28.7208367864
{'DURAK_ADI': 'TERKOS YOLU'},41.2248581877,28.7072225736
{'DURAK_ADI': 'GERME'},41.2737865543,28.6612704671
{'DURAK_ADI': 'HARMANLAR'},40.9844788468,28.7956086319
{'DURAK_ADI': 'BEŞYOL'},40.9951023402,28.7954394599
{'DURAK_ADI': 'NADİDE SOKAK'},41.0077972689,28.8921279096
{'DURAK_ADI': 'Y.BOSNAMETRO (Ö.H.O)'},40.9912101264,28.8366785643
{'DURAK_ADI': 'ÇİÇEKLİ VADİ'},41.0545400819,28.7900858644
{'DURAK_ADI': 'ÇİÇEKLİ VADİ'},41.054459729,28.7900865791
{'DURAK_ADI': 'ALARKO BLOKLARI'},41.0505424359,28.7863924772
{'DURAK_ADI': 'SAKARYA CADDESİ'},41.0417461593,28.7926497508
{'DURAK_ADI': 'ESKİYOL'},41.0232827302,28.6200443895
{'DURAK_ADI': 'TÜYAP'},41.0232517406,28.6242857205
{'DURAK_ADI': 'İSTOÇ 14-27. ADA'},41.0671401059,28.8218147879
{'DURAK_ADI': 'İSTOÇ 11-24. ADA'},41.068363177,28.8236362737
{'DURAK_ADI': 'ATATÜRK BULVARI'},41.0705803415,28.6661055356
{'DURAK_ADI': 'ATATÜRK BULVARI'},41.0707695322,28.6663470547
{'DURAK_ADI': 'SARAÇLAR SİTESİ'},41.083611026,28.7851417669
{'DURAK_ADI': 'SARAÇLAR SİTESİ'},41.085295588,28.784708537
{'DURAK_ADI': 'YENİDOĞAN CAMİ'},41.0317624933,28.7702250774
{'DURAK_ADI': 'GÖLYAKA'},41.0681168023,28.6954995172
{'DURAK_ADI': 'TEPECİK'},41.0301282433,28.5540953038
{'DURAK_ADI': '19 MAYIS MAHALLESİ'},41.0262081039,28.6161365003
{'DURAK_ADI': 'İHLAS KOLEJİ'},40.9954619332,28.8312886007
{'DURAK_ADI': 'FİLİZ SOKAK'},41.0141485784,29.2588094098
{'DURAK_ADI': 'BAŞIBÜYÜK CADDESİ'},40.9573206564,29.1469097305
{'DURAK_ADI': 'HADIMKÖY YOLU'},41.0251901836,28.6285155223
{'DURAK_ADI': 'SAĞLIK SİTESİ'},40.9820179093,28.6746852884
{'DURAK_ADI': 'SAĞLIK SİTESİ'},40.9819490863,28.6743560097
{'DURAK_ADI': 'ERZURUM KONGRE CAD.'},41.0453644439,28.6672220524
{'DURAK_ADI': 'KARABAYIR'},41.0484701314,28.8657885347
{'DURAK_ADI': 'KARABAYIR'},41.0481677661,28.8660505159
{'DURAK_ADI': 'ÇAMLIK'},41.0728951394,28.8693150145
{'DURAK_ADI': 'ÇAMLIK'},41.0723023116,28.8686639543
{'DURAK_ADI': 'TEKSTİLKENT'},41.0704170996,28.8663249494
{'DURAK_ADI': 'İKİZ KULELER'},41.0680384407,28.8614248343
{'DURAK_ADI': 'İKİZ KULELER'},41.0678015987,28.8612443685
{'DURAK_ADI': 'G.NAKİPOĞLU İÖO'},41.067027404,28.8582378227
{'DURAK_ADI': 'POYRAZ SOKAK'},41.0077551935,28.8822082007
{'DURAK_ADI': 'HALKKENT SİTESİ'},41.0282405428,28.6267474921
{'DURAK_ADI': 'YÜZYIL'},41.0555982156,28.8549197241
{'DURAK_ADI': 'ALTINYILDIZ İÖO.'},41.0073200344,28.8179740029
{'DURAK_ADI': 'POYRAZ SAPAĞI'},41.1504319671,29.1208981504
{'DURAK_ADI': 'DERESEKİ'},41.1520629549,29.1293118244
{'DURAK_ADI': 'DERESEKİ'},41.1519932203,29.1301292042
{'DURAK_ADI': 'KAYNARCA YOLU'},41.155402098,29.136773235
{'DURAK_ADI': 'DEREBOYU'},41.1609568866,29.1724647936
{'DURAK_ADI': 'ALİBAHADIR'},41.1796594434,29.2031341256
{'DURAK_ADI': 'FUNDALIK'},41.1859439962,29.2043639034
{'DURAK_ADI': 'MODÜL SİTESİ'},40.892640371,29.2321838906
{'DURAK_ADI': 'BÖLGE TRAFİK'},40.9090851278,29.2040777374
{'DURAK_ADI': 'TERCAN SOKAK'},40.9043899955,29.2231268565
{'DURAK_ADI': 'TAŞOCAĞI'},40.8983055138,29.2058547905
{'DURAK_ADI': 'TAŞOCAĞI'},40.898151409,29.2055639263
{'DURAK_ADI': 'SANAYİİ'},40.8951889186,29.2015929442
{'DURAK_ADI': 'M.USLU CAMİİ'},40.9904828205,29.1509264794
{'DURAK_ADI': 'HAKİŞ SİTESİ'},40.9284622975,29.2969487152
{'DURAK_ADI': 'GONCA SOKAK'},40.9345848726,29.298950812
{'DURAK_ADI': 'GONCA SOKAK'},40.9344724949,29.2987995125
{'DURAK_ADI': 'TOKİ AYAZMA İHOO'},41.0783472879,28.786519355
{'DURAK_ADI': 'KANARYA İSTASYONU'},41.0101002044,28.7740567402
{'DURAK_ADI': 'HZ. ALİ CAMİİ'},41.0624992219,28.8601188784
{'DURAK_ADI': 'ESENLER CADDESİ'},41.033404483,28.8638582045
{'DURAK_ADI': 'ESENLER CADDESİ'},41.0336486403,28.8641888171
{'DURAK_ADI': 'BAYRAMTEPE YOLU'},41.0628644921,28.7523409673
{'DURAK_ADI': 'REŞİTPAŞA CADDESİ'},41.0208063589,29.1069643821
{'DURAK_ADI': 'ŞEHİTLİK CAMİİ'},41.1855063382,28.7064630779
{'DURAK_ADI': 'İSTOÇ 22-35 ADA'},41.0639687662,28.817087068
{'DURAK_ADI': 'PAZAR YOLU'},40.9937354922,28.7682843578
{'DURAK_ADI': 'AÇELYA CADDESİ'},41.0419583729,28.643820893
{'DURAK_ADI': 'TAŞOLUK BELEDİYESİ'},41.2102678086,28.7144593975
{'DURAK_ADI': 'BAĞCILAR METRO'},41.0361330634,28.8573933128
{'DURAK_ADI': 'BARBOROS H.P.CAD.'},40.9045064052,29.2682365482
{'DURAK_ADI': 'N.F.KISAKÜREK'},41.1925389667,28.707411813
{'DURAK_ADI': 'ORHAN SEYFİ ORHONİÖO'},41.0408593547,29.0599613379
{'DURAK_ADI': 'BÜYÜKÇEKMECE'},41.0243445098,28.5821828049
{'DURAK_ADI': 'BÜYÜKÇEKMECE-1'},41.0206347139,28.5817141584
{'DURAK_ADI': 'MİMAR SİNAN'},41.0180842294,28.5629643589
{'DURAK_ADI': 'MİMAR SİNAN'},41.0190106729,28.5648704248
{'DURAK_ADI': 'TABYA 2'},41.0248001177,28.6051708681
{'DURAK_ADI': 'ÜMRANİYE CEZAEVİ'},41.0550404546,29.1176561158
{'DURAK_ADI': 'Ş.ÖĞR.Y.TEKİN İÖOKL.'},41.0517808759,29.1200096261
{'DURAK_ADI': 'Ş.ÖĞR.Y.TEKİN İÖOKL.'},41.0520806939,29.1198297115
{'DURAK_ADI': 'HAMİDİYE'},41.021406338,29.1882705897
{'DURAK_ADI': 'ŞAHİNBEY'},41.0216394456,29.191998082
{'DURAK_ADI': 'ŞAHİNBEY'},41.0216651638,29.1919963552
{'DURAK_ADI': 'ATATÜRK CAD.'},41.0238879748,29.1946344377
{'DURAK_ADI': 'ÖĞRETMENLER SİTESİ'},41.0255105775,29.1932162231
{'DURAK_ADI': 'ÖĞRETMENLER SİTESİ'},41.0255319923,29.1932553713
{'DURAK_ADI': 'ERCAN SK.'},41.0398486739,29.1079994942
{'DURAK_ADI': 'AKDAĞ CADDESİ'},41.0050159773,29.1363297011
{'DURAK_ADI': 'FATİH MAH.MUH.'},41.0910635456,29.1257400435
{'DURAK_ADI': 'MİLLET BAHÇESİ'},41.023040039,29.0520182571
{'DURAK_ADI': 'MİLLET BAHÇESİ'},41.0241087713,29.0522659813
{'DURAK_ADI': 'SARIKAYA'},41.0225826836,29.0595237565
{'DURAK_ADI': 'SARIKAYA'},41.022906828,29.0593486847
{'DURAK_ADI': 'KISIKLI'},41.0219535384,29.0622313506
{'DURAK_ADI': 'ÇAMLICA İÖOKULU'},41.0206216241,29.0665561684
{'DURAK_ADI': 'BULGURLU'},41.0183010732,29.0714568201
{'DURAK_ADI': 'ALVARLIZADE CAMİİ'},41.0195009495,29.0751392961
{'DURAK_ADI': 'KAVAKBAYIRI'},41.0227079266,29.0762119331
{'DURAK_ADI': 'KAVAKBAYIRI'},41.0227329575,29.0750098304
{'DURAK_ADI': 'KAVAKBAYIRI 15ÇK'},41.0223401092,29.0740343542
{'DURAK_ADI': 'NAMAZGAH'},41.0234925437,29.0806941953
{'DURAK_ADI': 'SANTRAL'},41.0245772149,29.0854792388
{'DURAK_ADI': 'ÜMRANİYE KAYMAKAMLIK'},41.0233330821,29.0955628716
{'DURAK_ADI': 'ÜMRANİYE KAYMAKAMLIK'},41.0255908283,29.0950067613
{'DURAK_ADI': 'HANDAN SOKAK'},40.9616301712,29.1718517465
{'DURAK_ADI': 'KAMPÜS GİRİŞİ'},40.9623054885,29.177391683
{'DURAK_ADI': 'CENGİZ TOPEL'},41.0125932669,29.0942988837
{'DURAK_ADI': 'TALATPAŞA CD.'},41.0157511687,29.0970543013
{'DURAK_ADI': 'M.AKİF ERSOY KÜL.MRK'},41.0151967957,29.1005541392
{'DURAK_ADI': 'YENİYOL'},41.0141098041,29.1004328027
{'DURAK_ADI': 'YAŞAR DOĞU'},41.0116535379,29.1000964255
{'DURAK_ADI': 'MUSTAFA KEMAL MH.'},41.0089737753,29.0986948565
{'DURAK_ADI': 'MUSTAFA KEMAL CD.'},41.0043589523,29.0938939211
{'DURAK_ADI': 'KARAKOL'},41.0018152905,29.0920210779
{'DURAK_ADI': 'M.KEMAL ANADOLU LİSE'},40.9971594488,29.088660208
{'DURAK_ADI': 'ÇEŞME'},41.0137853023,29.075258664
{'DURAK_ADI': 'MİRAÇ CAMİİ'},41.0842738916,28.8943659858
{'DURAK_ADI': 'KİRAZLITEPE SAPAĞI'},41.0354807195,29.0623091041
{'DURAK_ADI': 'KİRAZLITEPE SAPAĞI'},41.0357565536,29.0624278742
{'DURAK_ADI': 'SAĞLIK SOKAK'},41.0369968959,29.065933941
{'DURAK_ADI': 'SAĞLIK SOKAK'},41.0372780541,29.0661216053
{'DURAK_ADI': 'YENİ ŞAHİN SOKAK'},41.0394413905,29.068564741
{'DURAK_ADI': 'M.AKİF ERSOY MAH.'},41.0393756945,29.0707127478
{'DURAK_ADI': 'K.TEPE BÜYÜK CAMİ'},41.0373247494,29.060607781
{'DURAK_ADI': 'K.TEPE BÜYÜK CAMİ'},41.0374736517,29.0604453126
{'DURAK_ADI': 'NATO YOLU'},41.0489947587,29.0550006261
{'DURAK_ADI': 'NATO YOLU'},41.0493304717,29.0560645236
{'DURAK_ADI': 'ÇAMLICA CAD.'},41.0406353871,29.0513029582
{'DURAK_ADI': 'KÜPLÜCE'},41.039328296,29.0522191725
{'DURAK_ADI': 'Y.EMRE SAĞLIK OCAĞI'},41.0380989818,29.0581327727
{'DURAK_ADI': 'Y.EMRE SAĞLIK OCAĞI'},41.0384167556,29.0580568993
{'DURAK_ADI': 'SARAY'},41.0364542783,29.0590152675
{'DURAK_ADI': 'SAHRA GİRİŞİ'},40.9866726268,29.0911796632
{'DURAK_ADI': 'MERKEZ CAMİİ'},40.9899100885,29.0904176919
{'DURAK_ADI': 'KİREÇHANELER'},40.9956149191,29.0939227701
{'DURAK_ADI': 'SULTANBEYLİ PERONLAR'},40.9387002383,29.2965936194
{'DURAK_ADI': 'SULTANBEYLİ PERONLAR'},40.9390071736,29.2967853412
{'DURAK_ADI': 'KAYMAKDONDURAN SAP.'},41.1477292859,29.10160228
{'DURAK_ADI': 'HASANPAŞA'},40.9950666004,29.0419087549
{'DURAK_ADI': 'HASANPAŞA'},40.9949300975,29.0410976244
{'DURAK_ADI': 'EMANET ALEMDAR CAMİ'},41.0121639622,29.0791458821
{'DURAK_ADI': 'KÖY YOLU'},41.0681155076,28.2982131316
{'DURAK_ADI': 'KÖY YOLU'},41.0682769405,28.2981360086
{'DURAK_ADI': 'MURAT ÇEŞME'},41.068952923,28.2937046638
{'DURAK_ADI': 'SİLİVRİ CADDESİ'},41.0722471146,28.2712328397
{'DURAK_ADI': 'SİLİVRİ OTOGAR'},41.073615333,28.265751709
{'DURAK_ADI': 'DURUMAN'},41.0500532599,28.3915647392
{'DURAK_ADI': 'DURUMAN'},41.0501600287,28.3915063365
{'DURAK_ADI': 'KARŞIYAKA'},41.0702216787,28.6937853733
{'DURAK_ADI': 'YARIMBURGAZ CADDESİ'},41.0318014447,28.7682537185
{'DURAK_ADI': '1866.SOKAK'},41.0231874396,28.6647784815
{'DURAK_ADI': 'GÜZELKENT'},41.0521022273,28.3841100029
{'DURAK_ADI': 'GÜZELKENT'},41.0523526352,28.3840256259
{'DURAK_ADI': '1817.SOKAK'},41.0199827971,28.6647216815
{'DURAK_ADI': 'BATIKÖY (E5)'},41.0104470724,28.5304530325
{'DURAK_ADI': 'ÇATALCA KAYMAKAMLIĞI'},41.1445514719,28.459803281
{'DURAK_ADI': 'PARK'},41.0143447842,28.8311693916
{'DURAK_ADI': 'KARABURUN'},41.0116249266,28.8390250475
{'DURAK_ADI': 'MEVLANA CAMİİ'},41.0092404792,28.838924717
{'DURAK_ADI': 'DEREYOLU'},41.0071599965,28.8386721002
{'DURAK_ADI': 'ŞELALE SOKAK'},40.9988481361,28.8385553731
{'DURAK_ADI': 'GÜNAYDIN'},41.0331451013,28.8201639307
{'DURAK_ADI': 'YAHYA ÇAVUŞ'},41.0179167553,28.7030045824
{'DURAK_ADI': 'FISTIK SOKAK'},40.8832716037,29.2866028505
{'DURAK_ADI': 'OTOBAN GİRİŞİ'},40.9720723457,29.2194551875
{'DURAK_ADI': 'SANAYİ MAHALLESİ'},41.0911732678,29.0055595829
{'DURAK_ADI': 'ÇAYIRBAŞI MERKEZ'},41.1571457545,29.0366528464
{'DURAK_ADI': '4.LEVEND'},41.0875056599,29.0070723915
{'DURAK_ADI': '4.LEVEND'},41.0853459542,29.0078135082
{'DURAK_ADI': 'FABRİKALAR'},41.0808809878,29.0113299269
{'DURAK_ADI': 'LEVENT'},41.07682687,29.0142484942
{'DURAK_ADI': 'ALİPAŞA YOLU'},41.0831862022,28.212252427
{'DURAK_ADI': 'ZEYNEL ABİDİN CAMİİ'},41.0315308254,28.526550032
{'DURAK_ADI': 'ATATÜRK CADDESİ'},41.032055939,28.6564720142
{'DURAK_ADI': 'DEREBOYU'},41.0306105836,28.6609402301
{'DURAK_ADI': 'DEREBOYU'},41.0307648132,28.6607331482
{'DURAK_ADI': 'ESTON REŞİTPAŞA EVLE'},40.9791766672,28.6674979189
{'DURAK_ADI': 'KOZA EVLERİ YOLU'},41.0593300808,28.7109000165
{'DURAK_ADI': 'KALENDER'},41.1307160795,29.0637608008
{'DURAK_ADI': 'TARABYA'},41.1380795341,29.0542254208
{'DURAK_ADI': 'TARABYA'},41.1380740432,29.0547516218
{'DURAK_ADI': 'KÜÇÜKÇEKMECE'},40.9863042076,28.7698238306
{'DURAK_ADI': 'TABYAALTI'},41.1470807712,29.0515095322
{'DURAK_ADI': 'KİREÇBURNU'},41.1480324697,29.0462667515
{'DURAK_ADI': 'KİREÇBURNU'},41.14788734,29.0474517999
{'DURAK_ADI': 'KEFELİKÖY'},41.153201935,29.0390696554
{'DURAK_ADI': 'ÇAYIRBAŞI'},41.1562321913,29.0359540064
{'DURAK_ADI': 'ÇAYIRBAŞI'},41.1548026537,29.0365018568
{'DURAK_ADI': 'MEHMET İPKİN İ.Ö.O'},41.159231663,29.0389909504
{'DURAK_ADI': 'SAĞLIK MERKEZİ'},41.0487307275,28.9132777607
"{'DURAK_ADI': 'İnönü Mahallesi, 428. Sokak Üzeri'}",41.0331008591,28.8539651044
{'DURAK_ADI': 'Halilurrahman Camii'},41.017852871,29.1093659183
"{'DURAK_ADI': 'Başak Mahallesi, Yunus Emre Caddesi Otobüs Durağı Yanı'}",41.1169651362,28.8105339636
{'DURAK_ADI': 'Kurtköy/Emsey Hospital (Selçuklu Caddesi-2 araç)'},40.9258516407,29.2881387036
{'DURAK_ADI': 'Balık Yolu Caddesi-428.Sokak Kesişimi (2 Araç)'},41.0315695592,28.6931298307
{'DURAK_ADI': 'Ormantepe Sk. İle 547. Sk. Kesişimi Son Durak'},41.0213253219,28.849399593
{'DURAK_ADI': 'ÜMRANİYE ÇARŞI'},41.0237497381,29.0925211708
{'DURAK_ADI': 'ÜMRANİYE ÇARŞI'},41.0251995381,29.0912637368
{'DURAK_ADI': 'PINAR SİTESİ'},40.99388942,29.1429300207
{'DURAK_ADI': 'F.RIFKI ATAY CD.'},41.1704999589,29.6044555855
{'DURAK_ADI': 'N. FAZIL KISAKÜREK'},41.0164770911,29.1650991211
{'DURAK_ADI': 'N. FAZIL KISAKÜREK'},41.01659663,29.1650107345
{'DURAK_ADI': 'ATAKENT LİSESİ'},41.0181968979,29.1052291911
{'DURAK_ADI': 'GENÇLİK SOKAK'},41.0164234922,29.1038766344
{'DURAK_ADI': 'DURU SOKAK'},41.0131603094,29.1033077363
{'DURAK_ADI': 'GENÇOSMAN'},41.0127522479,29.1043465216
{'DURAK_ADI': 'LİSE YOLU'},41.0180673532,29.0859730044
{'DURAK_ADI': 'NAMAZGAH SAPAĞI'},41.0187304964,29.0806700717
{'DURAK_ADI': 'NAMAZGAH SAPAĞI'},41.0189511849,29.0811902301
{'DURAK_ADI': 'SARIÇİÇEK'},40.966229481,29.2158624681
{'DURAK_ADI': 'BLOKLAR'},40.9854757049,28.7659682562
{'DURAK_ADI': 'AVCILAR YANYOL'},40.9824836231,28.7573900082
{'DURAK_ADI': 'KAYIŞDAĞI YOLU'},40.9784205008,29.1406970038
{'DURAK_ADI': 'CUMHURİYET MAHALLESİ'},41.0154199438,28.6419248
{'DURAK_ADI': 'HACI ŞERİF'},40.9771361301,28.740861781
{'DURAK_ADI': 'LONDRA ASFALTI'},40.9788944308,28.7343060855
{'DURAK_ADI': 'ŞÜKRÜBEY'},40.9801337797,28.7315057547
{'DURAK_ADI': 'BÜYÜKŞEHİR KONUTLAR'},41.0120599151,28.6497296821
{'DURAK_ADI': 'BEYKENT'},41.0189130523,28.6278400422
{'DURAK_ADI': 'GÜVENEVLER SİTESİ'},41.1028443231,28.8036791012
{'DURAK_ADI': 'GÜL'},40.969166979,29.1277078478
{'DURAK_ADI': 'ÜSKÜDAR CADDESİ'},40.9829677939,29.1656411549
{'DURAK_ADI': 'ÜSKÜDAR CADDESİ'},40.9829482541,29.1657312404
{'DURAK_ADI': 'M.KEMALPAŞA MAH.'},41.0045280827,28.7076090823
{'DURAK_ADI': 'FEVZİ ÇAKMAK CADDESİ'},41.0123047878,28.6972164035
{'DURAK_ADI': 'ÖRNEKTEPE MAHALLESİ'},41.0459519398,28.6745688702
{'DURAK_ADI': 'ÖRNEKTEPE MAHALLESİ'},41.0459724062,28.6747133622
{'DURAK_ADI': 'FİRUZKÖY'},41.016361643,28.7035540101
{'DURAK_ADI': 'EVREN SANAYİ SİTESİ'},41.0647875859,28.6650374378
{'DURAK_ADI': 'HASAN GÜREL İLK ÖĞRE'},41.0073535138,28.8082967198
{'DURAK_ADI': 'FATİH CADDESİ'},41.0374198472,28.7024725748
{'DURAK_ADI': 'EVLİYA ÇELEBİ'},41.0311515643,28.795422433
{'DURAK_ADI': 'BAHÇEŞEHİR'},41.0622211844,28.6833910563
{'DURAK_ADI': 'İŞ MERKEZİ'},40.9110360602,29.2116343538
{'DURAK_ADI': 'İŞ MERKEZİ'},40.9096685136,29.2114410184
{'DURAK_ADI': 'ÇEŞME'},41.0612373099,28.734631271
{'DURAK_ADI': 'ORDU CADDESİ'},41.059017073,28.9296529256
{'DURAK_ADI': 'ORDU CADDESİ'},41.0591098579,28.9296440791
{'DURAK_ADI': 'PARKKÖY'},41.0712922729,28.2775463751
{'DURAK_ADI': 'SAHİL YOLU-2'},41.3330279181,28.7056388559
{'DURAK_ADI': 'AYRANCILAR SAN. SİT'},41.0322756905,28.9065333204
{'DURAK_ADI': '151 SOKAK'},41.1048004359,28.859085364
{'DURAK_ADI': 'YENİKÖY SAHİL'},41.326490349,28.7219521839
{'DURAK_ADI': 'HACIMAŞLI'},41.1550267068,28.7123753656
{'DURAK_ADI': 'HACIMAŞLI YOL AĞZI'},41.1672711078,28.6916207691
{'DURAK_ADI': 'M. YAZICIOĞLU CAD.'},41.0927887052,28.8654587663
{'DURAK_ADI': 'BALABAN SAPAĞI'},41.2810067638,28.6327217733
{'DURAK_ADI': 'ÇİFTLİK'},41.3062265463,28.6362541658
{'DURAK_ADI': 'MAHMUTBEY YOLU'},41.1119160349,28.8484629199
{'DURAK_ADI': 'DEPO'},41.2071010994,28.7248030215
{'DURAK_ADI': 'AKYAZI CADDESİ'},40.984227583,29.1433235748
{'DURAK_ADI': 'USLU CADDESİ'},40.9813593485,29.1452076851
{'DURAK_ADI': 'DÖRTYOL'},40.980174214,29.1537551948
{'DURAK_ADI': 'KAYIŞDAĞI MAHALLESİ'},40.9816022389,29.1560679225
{'DURAK_ADI': 'ÜSK.YEŞİLAY MERKEZİ'},41.0099367511,29.0422976839
{'DURAK_ADI': 'ÖZDİL SOKAK'},41.0319590524,29.1809074959
{'DURAK_ADI': 'İÇERENKÖY'},40.9705995896,29.1114408797
{'DURAK_ADI': 'KAPTANLAR'},41.0937493604,29.0795888739
{'DURAK_ADI': 'KAVACIK DÖRTYOL'},41.090677133,29.0806944742
{'DURAK_ADI': 'KAVACIK DÖRTYOL'},41.0903995073,29.0809681141
{'DURAK_ADI': 'HASAN YAVUZ'},41.092767706,29.085938115
{'DURAK_ADI': 'RÜZGARLI BAHÇE'},41.0949860788,29.0992847543
{'DURAK_ADI': 'SİNAN REİS'},40.9926835594,29.1184595671
{'DURAK_ADI': 'BURAK BEY'},40.9929031433,29.122970553
{'DURAK_ADI': 'BURAK BEY'},40.9930142578,29.1229945648
{'DURAK_ADI': 'GARDENYA'},40.9931026503,29.1274170083
{'DURAK_ADI': 'KAMELYA'},40.9915713849,29.1317065347
{'DURAK_ADI': 'MARKETLER'},41.0026274408,28.6287109271
{'DURAK_ADI': '1.BULVAR'},40.992757038,28.6607337686
{'DURAK_ADI': 'BİRLİK SAN SİT.'},41.004644773,28.660552373
{'DURAK_ADI': 'BİRLİK SAN.SİT'},41.0059710313,28.6599248718
{'DURAK_ADI': 'KIBRIS CADDESİ'},41.0027894106,28.6592035353
{'DURAK_ADI': 'KIBRIS CADDESİ'},41.0014966138,28.6588346702
{'DURAK_ADI': 'İTFAİYE'},41.0504479305,28.8588237178
{'DURAK_ADI': 'GÜMRÜK'},41.0133768458,28.7687120646
{'DURAK_ADI': 'ATATÜRK CADDESİ'},41.0312408269,28.5284232578
{'DURAK_ADI': 'YAVUZ SOKAK'},41.1895363918,28.707318614
{'DURAK_ADI': 'ARNAVUTTEPE CAD'},41.0298842885,28.5323649648
{'DURAK_ADI': 'TIRMIK SOKAK'},41.0295535211,28.5403999192
{'DURAK_ADI': 'HÜRRİYET MAHHALESİ'},41.0305756313,28.5432665964
{'DURAK_ADI': 'İSTİKLAL CADDESİ'},41.0267485719,28.5459204897
{'DURAK_ADI': 'ARTUKBEY İÖO.'},40.9055443652,29.2643049903
{'DURAK_ADI': 'BOSNALILAR'},41.052002532,28.9165788949
{'DURAK_ADI': 'BOSNALILAR'},41.051611775,28.9174159049
{'DURAK_ADI': 'PLEVNE LİSESİ'},41.0539747565,28.914271992
{'DURAK_ADI': 'FİDANLIK'},41.0928718914,28.9220874032
{'DURAK_ADI': 'AYVANSARAY'},41.0383116848,28.937446981
{'DURAK_ADI': 'AYVANSARAY'},41.0389914547,28.9372815854
{'DURAK_ADI': 'EYÜP İSKELESİ'},41.0465551895,28.9373477509
{'DURAK_ADI': 'EYÜP İSKELESİ'},41.0468175215,28.937301211
{'DURAK_ADI': 'DÜĞMECİLER'},41.0437539079,28.929352483
{'DURAK_ADI': 'TAHTA MİNARE'},41.0496602856,28.9292738385
{'DURAK_ADI': 'TAHTA MİNARE'},41.049571167,28.9293671713
{'DURAK_ADI': 'BAHARİYE'},41.0528592471,28.9348875782
{'DURAK_ADI': 'BAHARİYE'},41.0554341441,28.9373097904
{'DURAK_ADI': 'SELANİK BULVARI'},41.1678325147,28.906395644
{'DURAK_ADI': 'ZÜMRÜT SOKAK'},41.0712375788,28.935620197
{'DURAK_ADI': 'M.Ü. İLAHİYAT FAKÜL.'},41.0206962102,29.0350599693
{'DURAK_ADI': 'EVLENDİRME DAİRESİ'},41.0248668593,29.0083291528
{'DURAK_ADI': 'KIZ KULESİ'},41.0197871914,29.0081641965
{'DURAK_ADI': 'KIZ KULESİ'},41.0192126271,29.0088574528
{'DURAK_ADI': 'SAHİL YOLU'},41.0133100151,29.0114423437
{'DURAK_ADI': 'HAREM'},41.0099196159,29.0118607465
{'DURAK_ADI': 'HAREM'},41.0110783217,29.0120111036
{'DURAK_ADI': 'GÜMRÜK'},41.0059905691,29.0131537385
{'DURAK_ADI': 'NUMUNE HASTANESİ'},41.005738776,29.0212468493
{'DURAK_ADI': 'NUMUNE HASTANESİ'},41.005835727,29.0212549369
{'DURAK_ADI': 'MÜTEVELLİ ÇEŞMESİ'},41.0155808637,29.0318321993
{'DURAK_ADI': 'ALTUNİZADE CAMİ'},41.0208724558,29.044724584
{'DURAK_ADI': 'BLOKLAR'},40.9783084637,29.156914001
{'DURAK_ADI': 'KİRAZ SOKAK'},40.8916389393,29.2006396796
{'DURAK_ADI': 'GÖKÇE SOKAK'},40.8899500546,29.1987314988
{'DURAK_ADI': 'GÖKÇE SOKAK'},40.8904200071,29.1995499945
{'DURAK_ADI': 'MARTI SOKAK'},40.8882840794,29.1960121101
{'DURAK_ADI': 'YAŞAR DOĞU CADDESİ'},40.901290589,29.1852278938
{'DURAK_ADI': 'EVLENDİRME DAİRESİ'},41.0365451267,29.1129940968
{'DURAK_ADI': 'EVLENDİRME DAİRESİ'},41.0369102779,29.1130694531
{'DURAK_ADI': 'İŞÇİ EVLERİ'},41.0126720162,29.0362258228
{'DURAK_ADI': 'VALİDEBAĞ'},41.0120341339,29.0381627573
{'DURAK_ADI': 'VALİDEBAĞ'},41.011522535,29.0385945666
{'DURAK_ADI': 'ADİLE SULTAN KASRI'},41.0150227273,29.0422094481
{'DURAK_ADI': 'TOPHANELİOĞLU CAD.'},41.0168253096,29.0433715024
{'DURAK_ADI': 'GÜLLÜ BAHÇE'},41.0178024198,29.0418706563
{'DURAK_ADI': 'KOŞUYOLU'},41.009414931,29.0370123054
{'DURAK_ADI': 'KOŞUYOLU CADDESİ'},41.0071833518,29.0349032272
{'DURAK_ADI': 'NEŞETBEY'},41.0260558774,29.0519993294
{'DURAK_ADI': 'ŞUAYİPLİ KÖYÜ'},41.1335676327,29.7998599035
{'DURAK_ADI': 'KAVAKLIDERE CAD.'},41.0230918303,29.0983051314
{'DURAK_ADI': 'İSTİKLAL MAH.MUH'},41.0185700006,29.0998199997
{'DURAK_ADI': 'Adnan Menderes Cad.'},41.0064557543,29.0848002299
{'DURAK_ADI': 'UYGAR SOKAK'},41.0200300012,29.0988800003
{'DURAK_ADI': 'UYGAR SOKAK'},41.0200900007,29.0986100004
{'DURAK_ADI': 'ESENEVLER MUHTARLIK'},41.01579479,29.0950687721
{'DURAK_ADI': 'İSTİKLAL MAH.MUH'},41.0185900008,29.0999899995
